content_id,publish_timestamp,created,last_modified,doi,name,content_type,item_type,creator,primary_creator,resource_sub_type,resource_type,publisher_name,book_title,book_subtitle,collection_name,iiif_url
6b0eaec0-92be-3f51-ad21-5dda6a03a057,1963-07-26 00:00:00.000000 +00:00,2022-02-16 14:55:56.386389 +00:00,2022-02-16 14:55:56.386391 +00:00,10.2307/ithaka.org.1003748637,"Letter from Rachel Carson to Chatham College President Edward Eddy dated July 26, 1963",contributed_documents,ccda_text,"[""Carson, Rachel, 1907-1964""]","Carson, Rachel, 1907-1964",Letters (Correspondence),Documents,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/e23b6eda-f2ca-41d3-95a8-190f9cf5ca27_deflate.tif
6d03a1dd-e50d-3092-88c6-1a019d51ce48,2013-08-01 00:00:00.000000 +00:00,2022-02-16 15:46:07.288687 +00:00,2022-02-16 15:46:07.288689 +00:00,10.2307/resrep05107,GOVERNANCE AND SECURITY CHALLENGES IN POST-APARTHEID SOUTHERN AFRICA,research_report,research_report,"[""Adekeye Adebajo"",""Dawn Nagar"",""Mark Paterson"",""Kudrat Virk"",""Jill Kronenberg""]",Adekeye Adebajo,,,"[""Centre for Conflict Resolution""]",,,,
6d274ab6-991b-33f9-ad7d-b6555759bd87,,2021-06-24 20:15:47.713533 +00:00,2021-06-24 20:15:47.713535 +00:00,10.2307/struggles.1003324091,Boycott products of apartheid,contributed_images,ccda_text,[],,Posters,Images,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/20/04/4c52e9ba-c9b9-4657-8c72-2cfb111b979e.jp2
6daff511-787d-3ccd-8338-405c4c78c564,2006-04-01 00:00:00.000000 +00:00,2022-02-16 15:30:47.245696 +00:00,2022-02-16 15:30:47.245698 +00:00,10.2307/25046002,On the Road to Freedom: The Contracts of the Fisk Jubilee Singers,journal,article,"[""Sandra Graham""]",Sandra Graham,,,"[""University of Illinois Press""]",,,,
6ef6e212-08dc-3ad0-9d30-18754406ff5b,2008-01-01 00:00:00.000000 +00:00,2022-02-16 15:47:27.152052 +00:00,2022-02-16 15:47:27.152054 +00:00,10.7722/j.ctt81zn5.8,4 Tradition and Modernity in the Fall of Apartheid,book,chapter,"[""J. C. MYERS""]",J. C. MYERS,,,"[""Boydell and Brewer"", """"]",Indirect Rule in South Africa,"Tradition, Modernity, and the Costuming of Political Power",,
70652118-5c40-34a2-abb5-e7a97f6f326c,1972-05-01 00:00:00.000000 +00:00,2022-02-16 14:54:56.867341 +00:00,2022-02-16 14:54:56.867343 +00:00,10.2307/20373313,The Rachel Carson Project,journal,article,"[""R. Thomas Tanner""]",R. Thomas Tanner,,,"[""Phi Delta Kappa International"", ""Sage Publications, Inc.""]",,,,
713222e2-5c2e-3d0a-bfda-554335338f72,1965-01-01 00:00:00.000000 +00:00,2021-09-09 17:57:17.318671 +00:00,2021-09-09 17:57:17.318674 +00:00,10.2307/struggles.1003323268,On Freedom Road,contributed_images,ccda_text,"[""Mackay, Peter""]","Mackay, Peter",Photographs,Images,"[""University of Stirling Archives""]",,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/21/02/fbcdf151-6835-46a3-84a4-54b3444b3ea7.jp2
71f49e39-8568-3471-ae41-3bf743dda518,1965-01-01 00:00:00.000000 +00:00,2022-02-16 15:35:43.370647 +00:00,2022-02-16 15:35:43.370649 +00:00,10.2307/struggles.1003323296,View from Freedom Road,contributed_images,ccda_text,"[""Mackay, Peter""]","Mackay, Peter",Photographs,Images,"[""University of Stirling Archives""]",,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/20/08/7e3ec819-f69f-44b0-9c13-be72171b39e5.jp2
72982608-acfb-30f8-9e36-ff5322657a45,2012-01-01 00:00:00.000000 +00:00,2022-02-16 15:46:37.863586 +00:00,2022-02-16 15:46:37.863587 +00:00,10.2307/j.ctt3fgwp0.5,"2 Childhood and youth, 1933–1951",book,chapter,"[""Louise Viljoen""]",Louise Viljoen,,,"[""Ohio University Press""]",Ingrid Jonker,Poet under Apartheid,,
73ba13df-9b45-33b2-b325-1c167ea9c25f,2001-10-01 00:00:00.000000 +00:00,2022-02-16 14:53:32.046047 +00:00,2022-02-16 14:53:32.046049 +00:00,10.2307/3178817,"""Silence, Miss Carson!"" Science, Gender, and the Reception of ""Silent Spring""",journal,article,"[""Michael B. Smith""]",Michael B. Smith,,,"[""Feminist Studies, Inc.""]",,,,
748cd6f4-a32c-3a7a-a4f8-e9b9fc689ed7,1965-01-01 00:00:00.000000 +00:00,2022-02-16 15:33:59.608484 +00:00,2022-02-16 15:33:59.608486 +00:00,10.2307/struggles.1003323337,On Freedom Road,contributed_images,ccda_text,"[""Mackay, Peter""]","Mackay, Peter",Photographs,Images,"[""University of Stirling Archives""]",,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/22/08/6bc28257-177b-4119-9719-02625a59f76a.jp2
756d5533-3a8d-316b-92fb-a2a8495dd155,1963-09-02 00:00:00.000000 +00:00,2022-02-16 14:56:42.259717 +00:00,2022-02-16 14:56:42.259719 +00:00,10.2307/ithaka.org.1003748634,"Letter from Chatham College President Edward Eddy to Rachel Carson dated September 2, 1963 ",contributed_documents,ccda_text,"[""Edward D. Eddy (academician and administrator, 1921-1998)""]","Edward D. Eddy (academician and administrator, 1921-1998)",Letters (Correspondence),Documents,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/2b0dbb11-6a3b-4f89-9eae-2761753bb70a_deflate.tif
76864dc5-b927-38e1-b702-5ec40c51cbfc,1987-12-01 00:00:00.000000 +00:00,2022-02-16 15:30:52.250132 +00:00,2022-02-16 15:30:52.250134 +00:00,10.2307/20672142,The Road to Freedom: Can Communist Societies Evolve into Democracy?,journal,article,"[""SHAOMIN LI""]",SHAOMIN LI,,,"[""World Affairs Institute""]",,,,
