content_id,publish_timestamp,created,last_modified,doi,name,content_type,item_type,creator,primary_creator,resource_sub_type,resource_type,publisher_name,book_title,book_subtitle,collection_name,iiif_url
003a255f-375e-3878-8647-1f2d0dc8e6ed,,2022-02-16 14:57:06.065489 +00:00,2022-02-16 14:57:06.065491 +00:00,10.2307/community.1008930606,Annual commencement / Northwestern University.,contributed_documents,ccda_text,"[""Northwestern University (Evanston, Ill.)""]","Northwestern University (Evanston, Ill.)",Documents,Documents,"[""Evanston, Ill. : The University,""]",,,Northwestern University Collection,https://stor.stage.artstor.org/iiif/2022/01/07/18/b0464b5d-4999-4f14-8b27-5976b638cbc2/pages/page-0_deflate.tif
012b5957-b4b3-3075-acd1-4f19cc666625,1907-01-01 00:00:00.000000 +00:00,2021-05-11 17:39:38.490168 +00:00,2021-06-14 22:53:56.920768 +00:00,10.2307/ithaka.org.1003748673,"Maria Carson in Automobile next to Rachel Carson with Dog, Pat, at Carson Homestead ",contributed_images,ccda_text,"[""unknown""]",unknown,Photographs,Images,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/17087db8-e8d8-4adf-814f-162122abaa93_deflate.tif
01b7e68c-4839-340c-afc3-b4566688dfd9,1992-05-01 00:00:00.000000 +00:00,2022-02-16 15:45:34.593850 +00:00,2022-02-16 15:45:34.593851 +00:00,10.2307/41801952,Civil Society in Apartheid and Post-Apartheid South Africa,journal,article,"[""Khehla Shubane""]",Khehla Shubane,,,"[""Berghahn Books"", ""Faculty of Humanities, Development and Social Sciences, University of KwaZulu-Natal, South Africa""]",,,,
020635bd-910e-3545-b7bb-337538fe947b,1996-04-01 00:00:00.000000 +00:00,2022-02-16 14:53:18.599994 +00:00,2022-02-16 14:53:18.599998 +00:00,10.2307/25163080,The Silent Spring of Rachel Carson,journal,article,"[""Ned Kerstetter""]",Ned Kerstetter,,,"[""Organization of American Historians"", ""Oxford University Press""]",,,,
02365a6b-dfd6-301e-be33-959ff0b1454a,1981-01-01 00:00:00.000000 +00:00,2022-02-16 15:48:17.191808 +00:00,2022-02-16 15:48:17.191810 +00:00,10.2307/struggles.1003346513,Isolate Apartheid South Africa,contributed_documents,ccda_text,"[""The Anti-Apartheid Movement""]",The Anti-Apartheid Movement,Press Releases,Documents,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/20/03/e9407133-99cd-452b-b438-78ef9794408c.jp2
026acae8-187c-319a-b893-db8a2e5ef307,2010-01-01 00:00:00.000000 +00:00,2022-02-16 15:31:59.915079 +00:00,2022-02-16 15:31:59.915080 +00:00,10.7722/j.ctt14brs5g.8,3 The Road to Freedom,book,chapter,"[""Paul Mulvey""]",Paul Mulvey,,,"[""Boydell and Brewer"", ""Royal Historical Society""]",The Political Life of Josiah C. Wedgwood,"Land, Liberty and Empire, 1872-1943",,
055e7e95-c675-3f3f-86b6-95aec9d110ee,1927-01-01 00:00:00.000000 +00:00,2022-02-16 14:56:18.622313 +00:00,2022-02-16 14:56:18.622314 +00:00,10.2307/ithaka.org.1003748621,"Play ""Let's Raise Chickens"" by Rachel Carson Appearing in a 1927 issue of The Arrow",contributed_documents,ccda_text,"[""Carson, Rachel, 1907-1964""]","Carson, Rachel, 1907-1964",Screenplays,Documents,"[""Chatham University""]",,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/fb89fcb5-7e0e-4a6c-b2c3-777d0ae0da27_deflate.tif
063bfe06-e108-3885-b942-17ebbd1ea580,1965-01-01 00:00:00.000000 +00:00,2021-03-02 13:17:22.015207 +00:00,2021-03-02 13:17:22.015209 +00:00,10.2307/struggles.1003323318,On Freedom Road,contributed_images,ccda_text,"[""Mackay, Peter""]","Mackay, Peter",Photographs,Images,"[""University of Stirling Archives""]",,,Struggles for Freedom: Southern Africa,
07a65982-4101-3dcb-bb97-001eb5726e1f,1907-01-01 00:00:00.000000 +00:00,2021-03-02 13:17:33.525051 +00:00,2021-06-14 22:01:49.955748 +00:00,10.2307/ithaka.org.1003748645,Carson Family Pets on Carson Homestead Porch Steps (Pennsylvania),contributed_images,ccda_text,"[""unknown""]",unknown,Photographs,Images,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/608ded20-60c9-4ccd-b9f8-35f75425f604_deflate.tif
0a0facb1-cb57-3d2d-8678-c6586524b0d5,1951-01-01 00:00:00.000000 +00:00,2021-03-02 13:17:52.486505 +00:00,2021-06-14 22:02:16.949246 +00:00,10.2307/ithaka.org.1003748662,Press Photo of Rachel Carson for The Sea Around Us,contributed_images,ccda_text,"[""Brooks Photography""]",Brooks Photography,Photographs,Images,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/d0fb394b-0b57-4f9d-81bc-58a68fbe84a0_deflate.tif
